"timestamp","email_hash","send_date"
"2026-06-27T07:47:24Z","1b4a4aa2ea4b842a231f49e4d39b4e5b","2026-06-27"
"2026-06-27T07:47:27Z","03f19fcb6f5d43efe674fa2cc3a1af58","2026-06-27"
"2026-06-27T07:47:28Z","orphan-2","2026-06-27"
"2026-06-27T07:47:36Z","fa8c2f10f62d6925b9b7b0a4c27a7669","2026-06-27"
"2026-06-27T07:47:40Z","0dfac4bc089be3733257a48fabb61aba","2026-06-27"
"2026-06-27T07:47:43Z","orphan-1","2026-06-27"
"2026-06-27T07:47:46Z","28355f553f9c6bad64d2919cab9b2849","2026-06-27"
"2026-06-27T07:53:14Z","823ae098e437f5659340e1aafd490f70","2026-06-27"
"2026-06-27T07:54:00Z","618f3d509c7c922783162efbf26f28e7","2026-06-27"
"2026-06-27T08:03:16Z","6e7ad3404407705ca64c7f9e05d25674","2026-06-27"
"2026-06-27T09:32:46Z","9eb08ef5f994dddf7062aa4ddd094153","2026-06-27"
"2026-06-27T13:05:20Z","4b56a19abf112ca13d9fd95562b6a5a8","2026-06-27"
"2026-06-27T23:54:59Z","0cf58a5ab91b86ac5439beda2e446fad","2026-06-27"
"2026-06-28T13:18:06Z","fdbb42b495f9d9864d5912e4cb096fb9","2026-06-27"
"2026-06-28T17:20:30Z","752bcf5b530e8fcccbe473bd1b381b34","2026-06-27"
"2026-06-29T08:05:37Z","c7df70e92f67a25712514c75116a244f","2026-06-27"
"2026-06-29T12:23:19Z","d8cc5ed8b60e95a53f485a733d23163d","2026-06-27"
